Open,High,Low,Close
4133.25,4246.02,4131.65,4217.39
4275.09,4296.11,4241.67,4258.44
4254.16,4316.87,4248.22,4316.07
4359.17,4419.48,4356.1,4419.48
4429.16,4435.86,4381.28,4382.85
4427.44,4475.55,4421.56,4452.79
4459.46,4486.12,4445.85,4483.72
4469.02,4489.6,4450.29,4485.93
4505.73,4564.29,4505.11,4564.29
4551.37,4564.44,4517.02,4549.23
4532.1,4575.5,4521.79,4566.14
4639.45,4641.51,4616.58,4630.74
4633.71,4654.19,4627.43,4638.91
4623.77,4635.95,4594.91,4623.64
4649.47,4650.39,4607.73,4620.72
4616.78,4639.17,4604.76,4638.47
4636.89,4638.8,4606.81,4632.53
4635.1,4653.38,4626.49,4651.62
4649.19,4661.23,4640.24,4660.56
4644.63,4678.58,4643.78,4675.14
4681.56,4703.1,4664.27,4680.14
4679.85,4688.74,4664.31,4688.54
4678.43,4689.53,4655.2,4671
4674.91,4709.83,4674.3,4702.44
4694.78,4696.2,4655.72,4675.71
4655.25,4702.97,4653.33,4701.87
4751.01,4751.53,4700.73,4712.97
4725.17,4755.02,4723.62,4754.89
4762.39,4774.52,4749.92,4758.25
4760.23,4788,4757.48,4787.32
4797.1,4810.86,4786.72,4791.63
4777.73,4782.07,4724.62,4727.35
4732.97,4761.63,4729.76,4755.81
4761.31,4781.38,4745.14,4774.47
4772,4785.41,4753.71,4769.44
4776.57,4788.98,4769.64,4780.75
4769.76,4793.24,4722.91,4740.69
4685.2,4768.41,4674.38,4766.47
4754.42,4766.64,4679.25,4684.03
4704.65,4759.89,4699.43,4708.16
4665.35,4707.92,4653.6,4653.6
4679.67,4690.58,4592.43,4605.16
4572.79,4645.19,4547.31,4547.84
4556.9,4651.9,4550.7,4644.31
4712.39,4748.4,4697.09,4748.4
4752.6,4782.13,4738.29,4765.38
4759.04,4781.93,4757.81,4781.43
4798.03,4798.06,4761.39,4765.43
4770.12,4787.57,4768.67,4773.47
4788.06,4814.95,4787.85,4806.86
4801.24,4813.72,4799.07,4806.91
4793.75,4803.88,4772.89,4777.44
4790.45,4806.43,4734.11,4736.06
4760.25,4777.01,4698.12,4726.81
4700.34,4702.77,4641.46,4652.57
4666.85,4667.33,4567.6,4592.74
4626.84,4652.72,4613.9,4650.47
4689.54,4741.38,4688.02,4736.19
4744.47,4744.71,4681.24,4704.07
4714.07,4715.81,4650.65,4664.71
4708.74,4751.34,4624.28,4661.5
4610.76,4655.37,4595.98,4639.32
4657.46,4663.96,4567.39,4570.82
4566.38,4635.82,4563.11,4634.38
4655.84,4665.65,4601.1,4654.85
4641.95,4692.47,4629.59,4667.42
4690.93,4752.59,4644.57,4750.4
4748.19,4771.18,4737.95,4757.88
4752.36,4774.18,4734.2,4771.76
4698.23,4721.88,4659.84,4681.5
4740.69,4742.06,4637.48,4638
4635.73,4688.41,4601.76,4683.41
4671.2,4703.81,4631.1,4635.24
4650.6,4676.69,4580.46,4676.69
4693.25,4727.74,4670.82,4727.74
4699.81,4744.33,4697.79,4716.7
4729.65,4767.38,4722.8,4765.1
4768.85,4787.18,4731.22,4744.4
4723.73,4749.45,4719.61,4726.01
4754.62,4793.26,4737.16,4787.65
4788.5,4810.36,4780.13,4801.18
4828.08,4857.61,4823.57,4857.61
4869.46,4893.84,4860.16,4893.84
4889.98,4901.89,4880.64,4899.27
4890.84,4907.5,4885.6,4906.36
4901.51,4929.53,4900.63,4924.7
4919.87,4957.02,4905.61,4955.97
4952.9,4960.97,4939.57,4960.97
4956.21,4971.18,4945.14,4968.12
4960.36,4984.24,4956,4967.14
4969.27,4989.11,4955.51,4987.89
4985.03,4989.25,4960.88,4963.53
4973.43,5008.57,4972.01,5008.1
4990.7,4996.66,4956.07,4979.9
4961.24,4973.32,4938.9,4967.14
4979.95,4993.52,4963.1,4982.81
4967.24,4982.93,4918.62,4927.37
4936.08,4950.47,4920.82,4942.44
4899.51,4903.44,4859.8,4859.8
4866.94,4876.09,4846.78,4849.94
4853.98,4895.8,4853.2,4893.29
4885.54,4904.47,4842.8,4871.76
4897.27,4929.94,4889.09,4929.51
4912.65,4944.91,4907.02,4937.43
